ID,nazwa,czas trwania
3481820,Ćwiczenia CKiK,611
1606887,Konsultacja ginekologiczna/położnicza z USG Dobroch,561
3494023,Wizyta terapetyczna 90 min,611
3223776,Terapia uroginekologiczna 60 min,581
3442317,On-line ćwiczenia grupowe ,567
2036649,Terapia trzewna,567
3481821,Ćwiczenia CKiK,612
1606888,Konsultacja ginekologiczna/położnicza z USG Dobroch,562
3494024,Wizyta terapetyczna 90 min,612
3223777,Terapia uroginekologiczna 60 min,582
3442318,On-line ćwiczenia grupowe ,568
2036650,Terapia trzewna,568
3481822,Ćwiczenia CKiK,613
1606889,Konsultacja ginekologiczna/położnicza z USG Dobroch,563
3494025,Wizyta terapetyczna 90 min,613
3223778,Terapia uroginekologiczna 60 min,583
3442319,On-line ćwiczenia grupowe ,569
2036651,Terapia trzewna,569
3481823,Ćwiczenia CKiK,614
1606890,Konsultacja ginekologiczna/położnicza z USG Dobroch,564
3494026,Wizyta terapetyczna 90 min,614
3223779,Terapia uroginekologiczna 60 min,584
3442320,On-line ćwiczenia grupowe ,570
2036652,Terapia trzewna,570
3481824,Ćwiczenia CKiK,615
1606891,Konsultacja ginekologiczna/położnicza z USG Dobroch,565
3494027,Wizyta terapetyczna 90 min,615
3223780,Terapia uroginekologiczna 60 min,585
3442321,On-line ćwiczenia grupowe ,571
2036653,Terapia trzewna,571
3481825,Ćwiczenia CKiK,616
1606892,Konsultacja ginekologiczna/położnicza z USG Dobroch,566
3494028,Wizyta terapetyczna 90 min,616
3223781,Terapia uroginekologiczna 60 min,586
3442322,On-line ćwiczenia grupowe ,572
2036654,Terapia trzewna,572
3481826,Ćwiczenia CKiK,617
1606893,Konsultacja ginekologiczna/położnicza z USG Dobroch,567
3494029,Wizyta terapetyczna 90 min,617
3223782,Terapia uroginekologiczna 60 min,587
3442323,On-line ćwiczenia grupowe ,573
2036655,Terapia trzewna,573
3481827,Ćwiczenia CKiK,618
1606894,Konsultacja ginekologiczna/położnicza z USG Dobroch,568
3494030,Wizyta terapetyczna 90 min,618
3223783,Terapia uroginekologiczna 60 min,588
3442324,On-line ćwiczenia grupowe ,574
2036656,Terapia trzewna,574
3481828,Ćwiczenia CKiK,619
1606895,Konsultacja ginekologiczna/położnicza z USG Dobroch,569
3494031,Wizyta terapetyczna 90 min,619
3223784,Terapia uroginekologiczna 60 min,589
3442325,On-line ćwiczenia grupowe ,575
2036657,Terapia trzewna,575
3481829,Ćwiczenia CKiK,620
1606896,Konsultacja ginekologiczna/położnicza z USG Dobroch,570
3494032,Wizyta terapetyczna 90 min,620
3223785,Terapia uroginekologiczna 60 min,590
3442326,On-line ćwiczenia grupowe ,576
2036658,Terapia trzewna,576
3481830,Ćwiczenia CKiK,621
1606897,Konsultacja ginekologiczna/położnicza z USG Dobroch,571
3494033,Wizyta terapetyczna 90 min,621
3223786,Terapia uroginekologiczna 60 min,591
3442327,On-line ćwiczenia grupowe ,577
2036659,Terapia trzewna,577
3481831,Ćwiczenia CKiK,622
1606898,Konsultacja ginekologiczna/położnicza z USG Dobroch,572
3494034,Wizyta terapetyczna 90 min,622
3223787,Terapia uroginekologiczna 60 min,592
3442328,On-line ćwiczenia grupowe ,578
2036660,Terapia trzewna,578
3481832,Ćwiczenia CKiK,623
1606899,Konsultacja ginekologiczna/położnicza z USG Dobroch,573
3494035,Wizyta terapetyczna 90 min,623
3223788,Terapia uroginekologiczna 60 min,593
3442329,On-line ćwiczenia grupowe ,579
2036661,Terapia trzewna,579
3481833,Ćwiczenia CKiK,624
1606900,Konsultacja ginekologiczna/położnicza z USG Dobroch,574
3494036,Wizyta terapetyczna 90 min,624
3223789,Terapia uroginekologiczna 60 min,594
3442330,On-line ćwiczenia grupowe ,580
2036662,Terapia trzewna,580
3481834,Ćwiczenia CKiK,625
1606901,Konsultacja ginekologiczna/położnicza z USG Dobroch,575
3494037,Wizyta terapetyczna 90 min,625
3223790,Terapia uroginekologiczna 60 min,595
3442331,On-line ćwiczenia grupowe ,581
2036663,Terapia trzewna,581
3481835,Ćwiczenia CKiK,626
1606902,Konsultacja ginekologiczna/położnicza z USG Dobroch,576
3494038,Wizyta terapetyczna 90 min,626
3223791,Terapia uroginekologiczna 60 min,596
3442332,On-line ćwiczenia grupowe ,582
2036664,Terapia trzewna,582
3481836,Ćwiczenia CKiK,627
1606903,Konsultacja ginekologiczna/położnicza z USG Dobroch,577
3494039,Wizyta terapetyczna 90 min,627
3223792,Terapia uroginekologiczna 60 min,597
3442333,On-line ćwiczenia grupowe ,583
2036665,Terapia trzewna,583
3481837,Ćwiczenia CKiK,628
1606904,Konsultacja ginekologiczna/położnicza z USG Dobroch,578
3494040,Wizyta terapetyczna 90 min,628
3223793,Terapia uroginekologiczna 60 min,598
3442334,On-line ćwiczenia grupowe ,584
2036666,Terapia trzewna,584
3481838,Ćwiczenia CKiK,629
1606905,Konsultacja ginekologiczna/położnicza z USG Dobroch,579
3494041,Wizyta terapetyczna 90 min,629
3223794,Terapia uroginekologiczna 60 min,599
3442335,On-line ćwiczenia grupowe ,585
2036667,Terapia trzewna,585
3481839,Ćwiczenia CKiK,630
1606906,Konsultacja ginekologiczna/położnicza z USG Dobroch,580
3494042,Wizyta terapetyczna 90 min,630
3223795,Terapia uroginekologiczna 60 min,600
3442336,On-line ćwiczenia grupowe ,586
2036668,Terapia trzewna,586
3481840,Ćwiczenia CKiK,631
1606907,Konsultacja ginekologiczna/położnicza z USG Dobroch,581
3494043,Wizyta terapetyczna 90 min,631
3223796,Terapia uroginekologiczna 60 min,601
3442337,On-line ćwiczenia grupowe ,587
2036669,Terapia trzewna,587
3481841,Ćwiczenia CKiK,632
1606908,Konsultacja ginekologiczna/położnicza z USG Dobroch,582
3494044,Wizyta terapetyczna 90 min,632
3223797,Terapia uroginekologiczna 60 min,602
3442338,On-line ćwiczenia grupowe ,588
2036670,Terapia trzewna,588
3481842,Ćwiczenia CKiK,633
1606909,Konsultacja ginekologiczna/położnicza z USG Dobroch,583
3494045,Wizyta terapetyczna 90 min,633
3223798,Terapia uroginekologiczna 60 min,603
3442339,On-line ćwiczenia grupowe ,589
2036671,Terapia trzewna,589
3481843,Ćwiczenia CKiK,634
1606910,Konsultacja ginekologiczna/położnicza z USG Dobroch,584
3494046,Wizyta terapetyczna 90 min,634
3223799,Terapia uroginekologiczna 60 min,604
3442340,On-line ćwiczenia grupowe ,590
2036672,Terapia trzewna,590
3481844,Ćwiczenia CKiK,635
1606911,Konsultacja ginekologiczna/położnicza z USG Dobroch,585
3494047,Wizyta terapetyczna 90 min,635
3223800,Terapia uroginekologiczna 60 min,605
3442341,On-line ćwiczenia grupowe ,591
2036673,Terapia trzewna,591
3481845,Ćwiczenia CKiK,636
1606912,Konsultacja ginekologiczna/położnicza z USG Dobroch,586
3494048,Wizyta terapetyczna 90 min,636
3223801,Terapia uroginekologiczna 60 min,606
3442342,On-line ćwiczenia grupowe ,592
2036674,Terapia trzewna,592
3481846,Ćwiczenia CKiK,637
1606913,Konsultacja ginekologiczna/położnicza z USG Dobroch,587
3494049,Wizyta terapetyczna 90 min,637
3223802,Terapia uroginekologiczna 60 min,607
3442343,On-line ćwiczenia grupowe ,593
2036675,Terapia trzewna,593
3481847,Ćwiczenia CKiK,638
1606914,Konsultacja ginekologiczna/położnicza z USG Dobroch,588
3494050,Wizyta terapetyczna 90 min,638
3223803,Terapia uroginekologiczna 60 min,608
3442344,On-line ćwiczenia grupowe ,594
2036676,Terapia trzewna,594
3481848,Ćwiczenia CKiK,639
1606915,Konsultacja ginekologiczna/położnicza z USG Dobroch,589
3494051,Wizyta terapetyczna 90 min,639
3223804,Terapia uroginekologiczna 60 min,609
3442345,On-line ćwiczenia grupowe ,595
2036677,Terapia trzewna,595
3481849,Ćwiczenia CKiK,640
1606916,Konsultacja ginekologiczna/położnicza z USG Dobroch,590
3494052,Wizyta terapetyczna 90 min,640
3223805,Terapia uroginekologiczna 60 min,610
3442346,On-line ćwiczenia grupowe ,596
2036678,Terapia trzewna,596
3481850,Ćwiczenia CKiK,641
1606917,Konsultacja ginekologiczna/położnicza z USG Dobroch,591
3494053,Wizyta terapetyczna 90 min,641
3223806,Terapia uroginekologiczna 60 min,611
3442347,On-line ćwiczenia grupowe ,597
2036679,Terapia trzewna,597
3481851,Ćwiczenia CKiK,642
1606918,Konsultacja ginekologiczna/położnicza z USG Dobroch,592
3494054,Wizyta terapetyczna 90 min,642
3223807,Terapia uroginekologiczna 60 min,612
3442348,On-line ćwiczenia grupowe ,598
2036680,Terapia trzewna,598
3481852,Ćwiczenia CKiK,643
1606919,Konsultacja ginekologiczna/położnicza z USG Dobroch,593
3494055,Wizyta terapetyczna 90 min,643
3223808,Terapia uroginekologiczna 60 min,613
3442349,On-line ćwiczenia grupowe ,599
2036681,Terapia trzewna,599
3481853,Ćwiczenia CKiK,644
1606920,Konsultacja ginekologiczna/położnicza z USG Dobroch,594
3494056,Wizyta terapetyczna 90 min,644
3223809,Terapia uroginekologiczna 60 min,614
3442350,On-line ćwiczenia grupowe ,600
2036682,Terapia trzewna,600
3481854,Ćwiczenia CKiK,645
1606921,Konsultacja ginekologiczna/położnicza z USG Dobroch,595
3494057,Wizyta terapetyczna 90 min,645
3223810,Terapia uroginekologiczna 60 min,615
3442351,On-line ćwiczenia grupowe ,601
2036683,Terapia trzewna,601
3481855,Ćwiczenia CKiK,646
1606922,Konsultacja ginekologiczna/położnicza z USG Dobroch,596
3494058,Wizyta terapetyczna 90 min,646
3223811,Terapia uroginekologiczna 60 min,616
3442352,On-line ćwiczenia grupowe ,602
2036684,Terapia trzewna,602
3481856,Ćwiczenia CKiK,647
1606923,Konsultacja ginekologiczna/położnicza z USG Dobroch,597
3494059,Wizyta terapetyczna 90 min,647
3223812,Terapia uroginekologiczna 60 min,617
3442353,On-line ćwiczenia grupowe ,603
